Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00033,encaissements,xgboost,100022544.2,104658508.17139845,57.41084941806165,-17.101970388676282
00033,encaissements,prophet,30561030.876632042,38833623.771017276,16.94628853601394,-1.492255756785601
00033,encaissements,arima,19607439.722838838,25228517.516350616,11.455754099908797,-0.0518655524894549
00033,encaissements,moving_avg,18370333.276349135,25857068.152758293,10.401058424596746,-0.10493143821725148
00033,encaissements,ensemble_post,18295303.382767987,25369591.01777822,10.518726860782468,-0.06366214283715643
00033,encaissements,ensemble_cv_best,38972092.99457362,44339642.27134471,22.85960745958313,-2.249085501566647
00033,encaissements,ensemble_cv_second,44382643.311490506,48430668.3231547,25.921685173741434,-2.8763027978653035
00033,decaissements,xgboost,68321752.2,81634958.05739774,30.64245623443384,-2.1804988785019375
00033,decaissements,prophet,56868303.72999463,72136616.25823396,21.82529861512753,-1.4834443495996363
00033,decaissements,arima,56247390.96937223,72653278.31161167,20.38936235122038,-1.5191459526025843
00033,decaissements,moving_avg,37892099.16766824,56571766.99669491,13.543311155582561,-0.5273634258490263
00033,decaissements,ensemble_post,45126310.145013146,61941365.025800146,16.227324088068652,-0.8310678720048257
00033,decaissements,ensemble_cv_best,37115164.274211265,47811163.271664485,13.945127881906622,-0.09094164291827278
00033,decaissements,ensemble_cv_second,35891242.2879733,37722959.77173931,14.991593177325207,0.32086764759906605
00033,Besoin,xgboost,54029273.6,58313507.92968707,113.72172800863613,-2.453041596215898
00033,Besoin,prophet,31313841.314401962,34956608.55699787,75.59238805777785,-0.24085792026664077
00033,Besoin,arima,60046606.067017995,67642421.17516364,75.4114556059622,-3.6462413211513924
00033,Besoin,moving_avg,37238760.6725888,42084667.70569458,63.918191177855775,-0.7985034664579505
00033,Besoin,ensemble_post,46594092.802995056,52761000.33028973,62.8655815251155,-1.8267637703030228
00033,Besoin,ensemble_cv_best,57058035.22339132,64991205.5863517,69.91910747863564,-3.2891640852175223
00033,Besoin,ensemble_cv_second,56850597.832631186,64125129.68346749,72.91911542731623,-3.1756105601751337
