Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00001,encaissements,xgboost,9790976.888,12775489.903956778,0.7000746582143361,0.9996336700603132
00001,encaissements,prophet,325322582.23000276,491760536.75649,21.786474142254136,0.4548643831059095
00001,encaissements,arima,447701146.37939084,642441350.0601971,29.909428161814127,0.06961182536208621
00001,encaissements,moving_avg,466261353.28324294,661695330.230098,30.797264935793244,0.01300864416929759
00001,decaissements,xgboost,9652798.8928,12587023.66693978,0.4718615674605043,0.9996564698860546
00001,decaissements,prophet,386464808.038203,542038304.326568,18.891394628157997,0.36086255650362187
00001,decaissements,arima,461092799.0826869,640712468.9009544,22.616722838086492,0.1069810866783073
00001,decaissements,moving_avg,468123752.86208177,649320953.2494215,22.91460188203915,0.08282303190979756
00001,Besoin,xgboost,8217719.9456,10858290.32633703,2.7409246968744636,0.9995820657974915
00001,Besoin,prophet,362451464.85500926,484258866.1866953,197.57969807213956,0.16453028748915988
00001,Besoin,arima,387175881.17743665,521994839.1234928,211.3938324942461,0.02924873048521548
00001,Besoin,moving_avg,409764664.05230176,547254921.8663973,218.0045694670471,-0.0669766150744433
