Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00056,encaissements,xgboost,45422089.2,55472082.187963724,66.36737770557566,-6.17908701253151
00056,encaissements,prophet,19548802.19647166,22202033.34130995,23.96930587305443,-0.150021031086365
00056,encaissements,arima,16983312.67983747,21947516.08320808,19.571549377909687,-0.12380519015494262
00056,encaissements,moving_avg,17451608.54346403,20619970.03113971,25.159943034787524,0.008035018037161001
00056,encaissements,ensemble_post,17802632.77197071,20165943.701997854,21.108055870620092,0.05123778041175131
00056,encaissements,ensemble_cv_best,13875231.130984997,22151432.412058976,21.17676259585208,-0.14478495034257688
00056,encaissements,ensemble_cv_second,14626651.13552942,23499481.33313381,22.645322810805123,-0.2883588212252688
00056,decaissements,xgboost,83103396.4,91169141.45484014,81.89756559704627,-11.659661892178022
00056,decaissements,prophet,14131289.622249827,15405391.385387493,12.853865093324831,0.6385303408589438
00056,decaissements,arima,20061274.028120868,26202705.817371625,16.73837081928698,-0.04572781244136048
00056,decaissements,moving_avg,28974621.94549889,32997039.179609768,29.623562251212732,-0.6583504834005307
00056,decaissements,ensemble_post,16707074.020011436,18990305.229554795,14.541162825852211,0.4507244505647354
00056,decaissements,ensemble_cv_best,19742805.441737283,22966839.958654914,20.286650223945337,0.19660548008696466
00056,decaissements,ensemble_cv_second,20625481.737509407,24924588.96883399,21.455807486812965,0.05380121285074968
00056,Besoin,xgboost,47997887.6,67742779.99933827,215.0086296205223,-5.975147203091838
00056,Besoin,prophet,25150813.621987123,28389959.06673174,88.23938116418404,-0.22505864655233765
00056,Besoin,arima,21948790.041704327,25843491.431361288,75.40815905184594,-0.015148832205283513
00056,Besoin,moving_avg,20278738.9578152,27287699.2388199,86.81660970660226,-0.13177784089593225
00056,Besoin,ensemble_post,18238444.028702985,24299775.650294967,74.21377487336798,0.10250533607872037
00056,Besoin,ensemble_cv_best,25013820.582783766,38139296.60980219,116.97054942301402,-1.2109183575525648
00056,Besoin,ensemble_cv_second,25028215.077788223,38174374.74347089,117.06221475628875,-1.2149871559645038
