Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00073,encaissements,xgboost,51967902.2,63211196.44886859,34.225662599532996,0.25630837504345205
00073,encaissements,prophet,59429861.955276534,72054452.16621315,36.83944408080479,0.033667668096936776
00073,encaissements,arima,75185407.45439315,79919270.87952016,57.411602965733636,-0.18879753416457157
00073,encaissements,moving_avg,75971673.67057773,84244919.12130933,62.35625632016213,-0.3209680234348036
00073,encaissements,ensemble_post,51101054.49378656,65516549.27691579,33.50403211132297,0.20107336518850338
00073,encaissements,ensemble_cv_best,50169639.04412896,65032443.19685383,33.1310303200715,0.2128363877780446
00073,encaissements,ensemble_cv_second,50778352.772261314,65342716.759065785,33.374799950710106,0.20530726298495938
00073,decaissements,xgboost,70279722.0,88148226.55583745,56.2406869265421,-2.136698365255141
00073,decaissements,prophet,23702016.730244577,33074202.00848203,23.90876367752428,0.558404795589981
00073,decaissements,arima,39813529.50669924,50605045.80389837,32.04938076199454,-0.033792182569843066
00073,decaissements,moving_avg,54662401.52674482,63377757.89866527,52.29784013753389,-0.6215089179820468
00073,decaissements,ensemble_post,28067812.021038808,36388465.48244827,25.65860555516609,0.46546877197045766
00073,decaissements,ensemble_cv_best,39035826.57813265,46360781.40430224,35.05326186808569,0.13234496001163099
00073,decaissements,ensemble_cv_second,39318021.08043809,46756917.19553135,35.251960320571634,0.11745402678691352
00073,Besoin,xgboost,88477970.0,98626203.34944898,1566.9174871045807,-2.0039999893625793
00073,Besoin,prophet,61800153.519710585,64329416.355305634,847.7472127284914,-0.2780107852501479
00073,Besoin,arima,60687533.40299354,69483740.51902513,937.9693974533457,-0.49101384480273813
00073,Besoin,moving_avg,52446674.903730586,58719002.754176624,256.5364444097363,-0.06481126962688877
00073,Besoin,ensemble_post,54619584.129992604,59535542.2261456,393.88078290541773,-0.09463145380870408
00073,Besoin,ensemble_cv_best,62093960.49355384,64525211.33007573,939.398571788189,-0.2858022095961874
00073,Besoin,ensemble_cv_second,62257843.068871245,65463612.48615229,990.5206765342374,-0.32347344343582685
