Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00045,encaissements,xgboost,116649444.0,132144752.53427584,65.51872469751237,-2.12095563504065
00045,encaissements,prophet,36173544.02471828,37722805.58278864,19.681891843627636,0.7456710947692414
00045,encaissements,arima,69165702.8591521,78188638.50377522,35.23085222344468,-0.09263486121909836
00045,encaissements,moving_avg,59022711.74236925,71337463.7478049,29.771575941616113,0.09045732445506816
00045,encaissements,ensemble_post,39994412.341387145,42070629.03066571,22.20223772250271,0.6836660806540262
00045,encaissements,ensemble_cv_best,53653409.56787147,67915552.31261669,32.34377999358573,0.17562231970126896
00045,encaissements,ensemble_cv_second,53975583.96166128,68216906.25326908,32.513444013963515,0.16829025457222602
00045,decaissements,xgboost,304739746.2,317488800.63115144,151.1390376648429,-13.778479996279822
00045,decaissements,prophet,62402205.410010695,70045426.21155128,31.7226285026444,0.2806628133122908
00045,decaissements,arima,78493836.8569855,85238964.55313072,34.440252170971405,-0.06524444595310852
00045,decaissements,moving_avg,88549327.66380675,90591110.9430674,43.13966272593777,-0.20321744161876532
00045,decaissements,ensemble_post,60904134.320454694,65592043.57499807,30.685485493613285,0.3692238392259608
00045,decaissements,ensemble_cv_best,137102994.24341354,143112934.3830426,68.53285609180172,-2.0028298250730154
00045,decaissements,ensemble_cv_second,137316153.98811382,143330345.096293,68.63789468708029,-2.0119602822884124
00045,Besoin,xgboost,90134819.0,101927016.37644437,6995.591050149298,-6.280205022743427
00045,Besoin,prophet,57685500.466194436,67010702.4267006,2754.5797409160105,-2.146685416371997
00045,Besoin,arima,33153028.149791688,37731301.16017185,1118.4255358744144,0.002372181604766155
00045,Besoin,moving_avg,55595609.43149879,60632404.17877936,3033.84645431926,-1.5761702748440145
00045,Besoin,ensemble_post,37597582.099321425,42837681.18573781,1584.4773892715366,-0.2859287179046397
00045,Besoin,ensemble_cv_best,39973200.98834286,47111436.90868742,2674.4946282406886,-0.5553125903232696
00045,Besoin,ensemble_cv_second,40779807.98075897,48896016.977040365,2858.527523824852,-0.6753747018799128
