Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00046,encaissements,xgboost,3537094.6896,4603889.714858497,0.6979077488478765,0.9995122618531794
00046,encaissements,prophet,114655056.72035195,160083005.26410356,22.2950394471731,0.41008919711567493
00046,encaissements,arima,154999840.64357775,211422209.23379484,29.950334469032857,-0.02895671338606509
00046,encaissements,moving_avg,166548904.06037146,219189565.61086148,32.370963498586406,-0.10595038397468115
00046,decaissements,xgboost,2307021.5872,2984162.371882373,0.8732580502634688,0.9996079539973385
00046,decaissements,prophet,90599297.03945799,124385957.2887941,33.67938845216643,0.31737528492229694
00046,decaissements,arima,109401803.42085518,145948552.50944862,41.850850000603415,0.06019254296067533
00046,decaissements,moving_avg,115070795.68058318,152923763.2971138,43.22882814983562,-0.03178511090002867
00046,Besoin,xgboost,2487190.3529,3214248.12705759,3.853949910981633,0.9996165868666187
00046,Besoin,prophet,101811790.9415295,136015298.7613895,328.102161921423,0.30860877761254635
00046,Besoin,arima,119749902.07159518,156385233.65184447,312.75601698166474,0.08601339982147715
00046,Besoin,moving_avg,125411368.11640674,164170900.5094168,261.53498431562514,-0.0072579475821812345
