Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00021,encaissements,xgboost,3363309.2832,4468322.133660266,0.7968983032840897,0.9997804660483909
00021,encaissements,prophet,128110626.30999137,223223685.04670045,26.24277285568218,0.44835007224021217
00021,encaissements,arima,210667110.90846997,301835952.6387757,45.26731443483437,-0.008613917225109402
00021,encaissements,moving_avg,224475460.65217373,318851017.78287137,47.15459642593649,-0.12553404030430038
00021,decaissements,xgboost,20264117.6704,36987636.53396379,9.644044510342344,0.9680797587039343
00021,decaissements,prophet,108512803.66671512,188993110.50038368,42.75576295695512,0.159083941937317
00021,decaissements,arima,125627203.31481412,207206579.69538543,53.28514784733599,-0.010805937180016656
00021,decaissements,moving_avg,137797375.53486285,221590978.77444476,56.657190909021026,-0.1560186796755112
00021,Besoin,xgboost,2590784.1519,3347637.549915717,2.6566022690386184,0.9997387680209328
00021,Besoin,prophet,93062435.12975958,157182588.8412142,101.89690436098056,0.42011707466009174
00021,Besoin,arima,134073066.35940498,203086340.0893509,184.61112970566472,0.03196095993602255
00021,Besoin,moving_avg,140814599.37834162,217776389.91767088,165.5110983681481,-0.11314831869294428
