Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00075,encaissements,xgboost,371466.94306930696,501076.7935145167,0.353084810464636,0.9999368690787571
00075,encaissements,prophet,30634913.445641596,42801886.56915002,26.53119598771997,0.5404436650379449
00075,encaissements,arima,47329643.74045658,63867548.41124692,41.507037902985,-0.023230378754478753
00075,encaissements,moving_avg,49716063.65256055,66213283.69792537,43.52723860851662,-0.09977333667721999
00075,decaissements,xgboost,510047.70049504953,683353.204620007,0.6202533982829129,0.999861933982567
00075,decaissements,prophet,26840822.858469572,37049717.722828835,29.431728822334396,0.5939465581053651
00075,decaissements,arima,41406720.62632785,57030431.422017045,46.40053835098547,0.037885626124771865
00075,decaissements,moving_avg,42482123.89711505,59067322.39830315,47.34575957850188,-0.03206715584219455
00075,Besoin,xgboost,416537.3561745823,565327.8782105477,13.930366690278362,0.9998957835592475
00075,Besoin,prophet,34362820.39247451,48234901.58217329,852.3675318336981,0.2535718427711635
00075,Besoin,arima,39838340.407452635,56034427.681413524,985.4505082681015,-0.007337731308427964
00075,Besoin,moving_avg,41176843.255851,57410343.662901334,1153.2375280445772,-0.05741511367979757
