Code_Agence,Composante,Modele,MAPE,Statut
00087,encaissements,xgboost,52.92%,TOP2_TEST
00087,encaissements,prophet,46.77%,
00087,encaissements,arima,46.88%,TOP2_TEST
00087,encaissements,moving_avg,48.87%,
00087,encaissements,ensemble_post,45.83%,ENSEMBLE_POST
00087,encaissements,ensemble_top2_cv3,46.42%,MEILLEUR
00087,encaissements,ensemble_top2_cv4,46.46%,ENSEMBLE_CV
00087,decaissements,xgboost,37.35%,TOP2_TEST
00087,decaissements,prophet,71.12%,
00087,decaissements,arima,41.88%,TOP2_TEST
00087,decaissements,moving_avg,31.60%,MEILLEUR
00087,decaissements,ensemble_post,31.48%,ENSEMBLE_POST
00087,decaissements,ensemble_top2_cv2,34.10%,ENSEMBLE_CV
00087,decaissements,ensemble_top2_cv1,35.04%,ENSEMBLE_CV
00087,Besoin,xgboost,228.66%,TOP2_TEST
00087,Besoin,prophet,107.32%,MEILLEUR
00087,Besoin,arima,189.16%,
00087,Besoin,moving_avg,120.66%,TOP2_TEST
00087,Besoin,ensemble_post,106.18%,ENSEMBLE_POST
00087,Besoin,ensemble_top2_cv6,151.63%,ENSEMBLE_CV
00087,Besoin,ensemble_top2_cv4,151.98%,ENSEMBLE_CV
