Code_Agence,Composante,Modele,MAPE,Statut
00040,encaissements,xgboost,68.72%,TOP2_TEST
00040,encaissements,prophet,35.23%,MEILLEUR
00040,encaissements,arima,68.95%,
00040,encaissements,moving_avg,48.84%,
00040,encaissements,ensemble_post,38.75%,ENSEMBLE_POST
00040,encaissements,ensemble_top2_cv0,45.07%,ENSEMBLE_CV
00040,encaissements,ensemble_top2_cv5,46.76%,ENSEMBLE_CV
00040,decaissements,xgboost,38.04%,TOP2_TEST
00040,decaissements,prophet,31.51%,MEILLEUR
00040,decaissements,arima,33.39%,
00040,decaissements,moving_avg,36.29%,
00040,decaissements,ensemble_post,32.42%,ENSEMBLE_POST
00040,decaissements,ensemble_top2_cv7,32.57%,ENSEMBLE_CV
00040,decaissements,ensemble_top2_cv3,33.06%,ENSEMBLE_CV
00040,Besoin,xgboost,393.83%,TOP2_TEST
00040,Besoin,prophet,89.39%,TOP2_TEST
00040,Besoin,arima,183.88%,
00040,Besoin,moving_avg,73.65%,MEILLEUR
00040,Besoin,ensemble_post,80.05%,ENSEMBLE_POST
00040,Besoin,ensemble_top2_cv5,198.02%,ENSEMBLE_CV
00040,Besoin,ensemble_top2_cv0,213.66%,ENSEMBLE_CV
