Code_Agence,Composante,Modele,MAPE,Statut
00033,encaissements,xgboost,57.41%,TOP2_TEST
00033,encaissements,prophet,16.95%,TOP2_TEST
00033,encaissements,arima,11.46%,
00033,encaissements,moving_avg,10.40%,MEILLEUR
00033,encaissements,ensemble_post,10.52%,ENSEMBLE_POST
00033,encaissements,ensemble_top2_cv1,22.86%,ENSEMBLE_CV
00033,encaissements,ensemble_top2_cv4,25.92%,ENSEMBLE_CV
00033,decaissements,xgboost,30.64%,TOP2_TEST
00033,decaissements,prophet,21.83%,TOP2_TEST
00033,decaissements,arima,20.39%,
00033,decaissements,moving_avg,13.54%,MEILLEUR
00033,decaissements,ensemble_post,16.23%,ENSEMBLE_POST
00033,decaissements,ensemble_top2_cv1,13.95%,ENSEMBLE_CV
00033,decaissements,ensemble_top2_cv4,14.99%,ENSEMBLE_CV
00033,Besoin,xgboost,113.72%,TOP2_TEST
00033,Besoin,prophet,75.59%,
00033,Besoin,arima,75.41%,TOP2_TEST
00033,Besoin,moving_avg,63.92%,MEILLEUR
00033,Besoin,ensemble_post,62.87%,ENSEMBLE_POST
00033,Besoin,ensemble_top2_cv4,69.92%,ENSEMBLE_CV
00033,Besoin,ensemble_top2_cv1,72.92%,ENSEMBLE_CV
