Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00087,encaissements,xgboost,87465412.6,94122945.61236817,52.916561613551224,-1.2085955928284422
00087,encaissements,prophet,91693896.48778926,111390021.24279492,46.77411672547146,-2.093269465103443
00087,encaissements,arima,71390743.09896247,80239600.10077605,46.87710338565558,-0.6051022078169996
00087,encaissements,moving_avg,54644058.42446599,61816697.53630837,48.871725240638604,0.047342522544018495
00087,encaissements,ensemble_post,80935503.28116183,93093425.60645832,45.826712269292564,-1.1605444418944453
00087,encaissements,ensemble_cv_best,73653352.4425089,82209237.46868524,46.42094767350987,-0.6848700904192919
00087,encaissements,ensemble_cv_second,73742362.79640962,82253415.44962458,46.46280826094458,-0.6866814235715968
00087,decaissements,xgboost,61520781.6,69267212.56093703,37.35197102182776,-0.9628258692596308
00087,decaissements,prophet,118916019.53055696,129892994.48038678,71.11821100209286,-5.9023632097546175
00087,decaissements,arima,72980221.48822917,82702084.21620953,41.88402481310047,-1.798074411910092
00087,decaissements,moving_avg,41183311.97358245,50083950.78497703,31.595489087453632,-0.026179917123822838
00087,decaissements,ensemble_post,46232245.60727608,55292017.01625666,31.475280637810243,-0.25069443317052875
00087,decaissements,ensemble_cv_best,58091517.76056439,71565981.79568525,34.102059491970536,-1.0952681823285686
00087,decaissements,ensemble_cv_second,59895258.93301314,72470186.85410157,35.04483123835859,-1.1485482593218288
00087,Besoin,xgboost,36504711.8,45138708.53504123,228.65507774181305,-2.6679055737172335
00087,Besoin,prophet,17100897.619526286,17785872.470688444,107.32044848297409,0.43053080521685694
00087,Besoin,arima,29618321.428786367,32709966.631145626,189.16343619458573,-0.9261055837174581
00087,Besoin,moving_avg,23339026.859046828,28239021.858467326,120.66371160415162,-0.43555285501571794
00087,Besoin,ensemble_post,19098357.474681158,21318674.524694536,106.17932114911275,0.18183615017500143
00087,Besoin,ensemble_cv_best,27151062.254405774,33181032.62504616,151.62876340286832,-0.9819818959741595
00087,Besoin,ensemble_cv_second,27193459.190481506,33227926.434347775,151.97789785015632,-0.987588011898483
