Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00031,encaissements,xgboost,135629145.8,156831728.5580632,29.354847963437,-1.4642974165476899
00031,encaissements,prophet,257153980.28394175,267630712.18373474,48.679410881600546,-6.176243441622401
00031,encaissements,arima,117382626.5804205,154123617.97458997,19.665143090545474,-1.3799270984954686
00031,encaissements,moving_avg,120536232.21839711,140069080.00077417,25.589035628021435,-0.9656664069966543
00031,encaissements,ensemble_post,88798924.25793675,108362016.58851536,16.03223027604202,-0.17646610826839604
00031,encaissements,ensemble_cv_best,104262680.02316774,124520282.2450746,18.424176769745266,-0.5534792483093454
00031,encaissements,ensemble_cv_second,104262738.17210476,124505062.76170024,18.425607098835947,-0.553099523717103
00031,decaissements,xgboost,160120097.2,242149348.27554992,23.822005616341233,-0.012691946777351193
00031,decaissements,prophet,277551888.4627713,382930267.12577194,28.8576626306019,-1.5325039809704641
00031,decaissements,arima,237349402.82185125,299959835.7946546,23.74818410484412,-0.5539497169357259
00031,decaissements,moving_avg,192554541.10589638,233463530.11532336,25.99257580530208,0.058654949637139464
00031,decaissements,ensemble_post,195833115.42488107,229906161.3021253,23.383501299753323,0.0871236252764479
00031,decaissements,ensemble_cv_best,168201210.77375636,207660102.20908684,19.805341111043923,0.2552390895203821
00031,decaissements,ensemble_cv_second,172922457.18332383,214002233.83916607,19.82842707447296,0.20905304080634934
00031,Besoin,xgboost,207629756.6,251264163.12418187,112.24291574943739,-0.38903802755403216
00031,Besoin,prophet,351705794.22549087,454447352.7301814,102.52772488660678,-3.5438102712088675
00031,Besoin,arima,193075108.33645427,220454391.8443324,67.2297184342535,-0.06927778336155077
00031,Besoin,moving_avg,177673109.03793657,188443989.37641433,69.75941090436359,0.2187003809121829
00031,Besoin,ensemble_post,185516318.22542012,203361317.99405175,68.47120754592136,0.09010824654482275
00031,Besoin,ensemble_cv_best,231654190.945512,316522922.6211245,67.29678716731551,-1.2042627798702594
00031,Besoin,ensemble_cv_second,228329151.0568296,307145648.99215204,68.77126550021076,-1.0755909487693596
