Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00063,encaissements,xgboost,85439541.0,95332177.48915082,72.06113986281812,-3.413699611375997
00063,encaissements,prophet,27963229.781998955,29261409.59960267,21.052562010990194,0.584171517309056
00063,encaissements,arima,43936253.34724329,47703909.89698946,40.48879427052349,-0.10517664540100524
00063,encaissements,moving_avg,41308736.80456953,46180389.14984948,33.432195881757906,-0.03571179773915434
00063,encaissements,ensemble_post,25664846.91334951,29002294.867874518,21.902652990258346,0.5915033736334505
00063,encaissements,ensemble_cv_best,26257956.532300703,30419589.866551336,23.85101276133281,0.5506027034826388
00063,encaissements,ensemble_cv_second,26174938.063900612,30914629.461944036,23.987252258607015,0.5358569650575727
00063,decaissements,xgboost,58828148.8,67334880.49035826,53.157842486633264,-0.250444198941439
00063,decaissements,prophet,38359492.68512194,50796300.282249704,24.837126020675964,0.2883797588758291
00063,decaissements,arima,49099255.36319027,66471237.07803943,33.585610436022314,-0.21857328165894208
00063,decaissements,moving_avg,51566298.0361754,63111902.68410066,38.96223054183383,-0.09851673036414854
00063,decaissements,ensemble_post,42598938.71241538,56569287.07826257,28.194416617674413,0.11743735878248651
00063,decaissements,ensemble_cv_best,35695603.91592743,47899176.889972486,27.387230316340062,0.36723823359469254
00063,decaissements,ensemble_cv_second,36217233.77291471,48364802.66630839,28.415458622835832,0.35487634132654045
00063,Besoin,xgboost,70783869.8,76836024.59907575,425.3575516887066,-8.697451501646775
00063,Besoin,prophet,46835949.40756614,64768386.08747172,350.77567886345224,-5.890551661710938
00063,Besoin,arima,43988731.08868796,50239184.489093944,414.88244177741205,-3.145844460283789
00063,Besoin,moving_avg,20349869.09449634,26248074.105222214,154.81752952627497,-0.13167762550784
00063,Besoin,ensemble_post,27603150.240496278,37891085.80273132,212.2959130405834,-1.3583157073299201
00063,Besoin,ensemble_cv_best,31557416.411546994,37190921.16088272,220.1487543890552,-1.2719653994010498
00063,Besoin,ensemble_cv_second,31597207.113344997,37226569.06523093,220.3569139489284,-1.2763228940796947
