Code_Agence,Colonne,Modele,MAE,RMSE,MAPE,R2
00085,encaissements,xgboost,12737333.0,16419947.619981527,37.69515943598945,-1.7262625343382898
00085,encaissements,prophet,24978292.905371495,26643496.712084338,107.86514492470558,-6.178051721075672
00085,encaissements,arima,9261409.48753998,11688875.110553361,28.888256785041094,-0.38155944888420157
00085,encaissements,moving_avg,9126105.208841553,12109194.843644088,27.79085123177606,-0.482704737274809
00085,encaissements,ensemble_post,9192447.485773912,11887589.508972917,28.328930173714678,-0.42893258743138185
00085,encaissements,ensemble_cv_best,10075695.24603216,14132864.638120491,27.262756039774523,-1.019689182259012
00085,encaissements,ensemble_cv_second,9985476.846792404,13828138.359116163,27.44285239355195,-0.9335329307936351
00085,decaissements,xgboost,11821326.8,14415726.861077065,47.02825266008741,-0.9340570912459281
00085,decaissements,prophet,14773532.538145984,17812801.889192622,54.46425103115825,-1.952981154588005
00085,decaissements,arima,8001962.17637541,12501416.499257471,23.91197720627664,-0.45450309162938596
00085,decaissements,moving_avg,13137568.567263639,14420873.609264078,68.87120116544423,-0.9354383440744278
00085,decaissements,ensemble_post,8548801.775374444,12559663.927413614,26.96616355686594,-0.46808850146451797
00085,decaissements,ensemble_cv_best,8711133.19364351,12599750.227313258,27.961329834477734,-0.47747476395523725
00085,decaissements,ensemble_cv_second,8818348.986305369,12629499.376340697,28.618612022800555,-0.48445990340233624
00085,Besoin,xgboost,17319481.86875,18207619.94911178,578.9005847247504,-2.7980897726709704
00085,Besoin,prophet,13853306.994607493,14695663.4079996,444.63157899474277,-1.4742139929524853
00085,Besoin,arima,7360637.774477772,9340912.636551976,151.76530869370995,0.0003741307051047249
00085,Besoin,moving_avg,15652312.48081157,19310656.67118464,441.9814730204033,-3.2722135311063845
00085,Besoin,ensemble_post,6735769.17215385,10486042.515896851,108.89001707832011,-0.2597434086955581
00085,Besoin,ensemble_cv_best,8158670.657428366,10010857.922474653,195.12717489460763,-0.14815748593771771
00085,Besoin,ensemble_cv_second,8549983.680350486,10411995.59702826,215.43073122369412,-0.2420149338655242
